original_countryname,original_AddressAlph,original_address_id,original_group,lat,lon,formatted,name,housenumber,street,postcode,district,county_code,suburb,city,county,state,state_code,country,country_code,confidence,confidence_city_level,confidence_street_level,attribution,attribution_license,attribution_url
United Kingdom,"7th Georges Ind.Estate,White Hart Lane,London N22 5QL",1406,3,51.6043405,-0.1000925,"White Hart Lane, London, N22 5QW, United Kingdom",White Hart Lane,,White Hart Lane,N22 5QW,London Borough of Haringey,,,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"8 & 9th Fl.,1 St.Martin's-le-Grand,London,EC1A 4AS",1407,3,51.637176,-0.151138,"Oakhill 9 Hole Pitch and Putt, London, EC1A 4AS, United Kingdom",,,Oakhill 9 Hole Pitch and Putt,EC1A 4AS,Barnet,,Osidge,London,London,England,ENG,United Kingdom,gb,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"8 Beacontree Plaza,Gillette Way,Reading,Berkshire,RG2 0BS",1408,3,51.43259046666667,-0.971914,"Reading, RG2 0BS, United Kingdom",,,,RG2 0BS,,,,Reading,,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"8 Beacontree Plaza,Gillette Way,Reading,RG2 0BS",1409,3,51.43259046666667,-0.971914,"Reading, RG2 0BS, United Kingdom",,,,RG2 0BS,,,,Reading,,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"8 Crosby Square,London EC3A 6AQ",1410,3,51.5143499,-0.08262446185101581,"Crosby Square, City of London, EC3A 6AQ, United Kingdom",Crosby Square,,Crosby Square,EC3A 6AQ,,,Bishopsgate,City of London,Greater London,England,ENG,United Kingdom,gb,0.405,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"8 Devonshire Sq.,London EC2M 4PL",1411,3,51.5166453,-0.079355,"Devonshire Square, City of London, EC2M 4BB, United Kingdom",Devonshire Square,,Devonshire Square,EC2M 4BB,,,Bishopsgate,City of London,Greater London,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"8 Devonshire Sq.,London,EC2M 4PL",1412,3,51.5166453,-0.079355,"Devonshire Square, City of London, EC2M 4BB, United Kingdom",Devonshire Square,,Devonshire Square,EC2M 4BB,,,Bishopsgate,City of London,Greater London,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"8 Devonshire Square,London EC 2M 4PL",1413,3,51.3966855,0.0242181,"Devonshire Square, London, BR2 9HX, United Kingdom",Devonshire Square,,Devonshire Square,BR2 9HX,London Borough of Bromley,,Widmore,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"8 Devonshire Square,London,EC2M 4PL",1414,3,51.5166453,-0.079355,"Devonshire Square, City of London, EC2M 4BB, United Kingdom",Devonshire Square,,Devonshire Square,EC2M 4BB,,,Bishopsgate,City of London,Greater London,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"8 Hanover St.,London W1S 1YE",1415,3,51.513557899999995,-0.14274459268307368,"8 Hanover Street, London, W1S 1YH, United Kingdom",,8,Hanover Street,W1S 1YH,,,Mayfair,City of Westminster,Greater London,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"8 Hanover St.,London,W1S 1YE",1416,3,51.513557899999995,-0.14274459268307368,"8 Hanover Street, London, W1S 1YH, United Kingdom",,8,Hanover Street,W1S 1YH,,,Mayfair,City of Westminster,Greater London,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"8 Market Lane,Newcastle upon Tyne,NE1 6QQ",1417,3,54.9717416,-1.6106976,"Market Lane, Newcastle upon Tyne, NE1 6QQ, United Kingdom",Market Lane,,Market Lane,NE1 6QQ,,,Grainger Town,Newcastle upon Tyne,North of Tyne,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"8 St.James's Square,London SW1T 4JU",1418,3,51.51927705,-0.11272819752409372,"Gray's Inn Hall, 8 South Square, London, WC1R 5ET, United Kingdom",Gray's Inn Hall,8,South Square,WC1R 5ET,London Borough of Camden,,Holborn,London,Greater London,England,ENG,United Kingdom,gb,0.3969,1,0.44099999999999995,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,8-10 Eldon Way London NW10 7QX,1419,3,51.5336299,-0.2760009,"Eldon Way, London, NW10 7TR, United Kingdom",Eldon Way,,Eldon Way,NW10 7TR,London Borough of Brent,,,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"8-10 Pollen St.,London,W1S 1NG",1420,3,51.513393,-0.1423314,"Pollen Street Social, 8-10 Pollen Street, London, W1S 1NA, United Kingdom",Pollen Street Social,8-10,Pollen Street,W1S 1NA,Westminster,,Mayfair,City of Westminster,Greater London,England,ENG,United Kingdom,gb,0.5670000000000001,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"8-12 Leeke St.,London WC1X 9HT",1421,3,51.5304354,-0.1178449,"Leeke Street, London, WC1X 9HZ, United Kingdom",Leeke Street,,Leeke Street,WC1X 9HZ,London Borough of Camden,,King's Cross,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"8-12 Leeke St.,London,WC1X 9HT",1422,3,51.5304354,-0.1178449,"Leeke Street, London, WC1X 9HZ, United Kingdom",Leeke Street,,Leeke Street,WC1X 9HZ,London Borough of Camden,,King's Cross,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"8,Acton Park Estate,London,W3 7QF",1423,3,51.514993,-0.092813,"City of London, London, ENG, United Kingdom",City of London,,,,City of London,,,London,London,England,ENG,United Kingdom,gb,0.25,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
United Kingdom,"80 Beardmore Way,Clydebank Ind.Estate,Clydebank Glasgow Scotland,G81 4HT",1424,3,55.9060428,-4.4345229,"Beardmore Way, Clydebank, G81 4HT, United Kingdom",Beardmore Way,,Beardmore Way,G81 4HT,,WDU,Dalmuir,Clydebank,West Dunbartonshire,Scotland,SCT,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"80 Beardmore Way,Clydebank Ind.Estate,Clydebank Glasgow,G81 4HT",1425,3,55.9060428,-4.4345229,"Beardmore Way, Clydebank, G81 4HT, United Kingdom",Beardmore Way,,Beardmore Way,G81 4HT,,WDU,Dalmuir,Clydebank,West Dunbartonshire,Scotland,SCT,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"80 Beardmore Way,Clydebank Ind.Estate,Clydebank,G81 4HT",1426,3,55.9060428,-4.4345229,"Beardmore Way, Clydebank, G81 4HT, United Kingdom",Beardmore Way,,Beardmore Way,G81 4HT,,WDU,Dalmuir,Clydebank,West Dunbartonshire,Scotland,SCT,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"80 Beardmore Way,Clydebank Industrial Estate,Clydebank,G 81 4HT",1427,3,55.8553736,-4.2126122,"Beardmore Way, Glasgow, G31 4BW, United Kingdom",Beardmore Way,,Beardmore Way,G31 4BW,,GLG,Camlachie,Glasgow,Glasgow City,Scotland,SCT,United Kingdom,gb,0.5,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"80 Beardmore Way,Clydebank Industrial Estate,Clydebank,G81 4HT",1428,3,55.9060428,-4.4345229,"Beardmore Way, Clydebank, G81 4HT, United Kingdom",Beardmore Way,,Beardmore Way,G81 4HT,,WDU,Dalmuir,Clydebank,West Dunbartonshire,Scotland,SCT,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,80 Cheapside London EC2V 6EE,1429,3,51.5135459,-0.0915278,"Tesco Express, 80B Cheapside, City of London, EC2V 6EE, United Kingdom",Tesco Express,80B,Cheapside,EC2V 6EE,,,Cheap,City of London,Greater London,England,ENG,United Kingdom,gb,0.855,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"81 Dean St.,London W1D 3SW",1430,3,51.51435605,-0.1331642461966126,"Hall & Partners, 81 Dean Street, London, W1D 3RS, United Kingdom",Hall & Partners,81,Dean Street,W1D 3RS,,,Soho,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
