original_countryname,original_AddressAlph,original_address_id,original_group,lat,lon,formatted,housenumber,name,street,postcode,district,suburb,county_code,city,county,state,state_code,country,country_code,confidence,confidence_city_level,confidence_street_level,attribution,attribution_license,attribution_url
United Kingdom,"Kestrel House,Garth Rd.,Morden,Surrey,SM4 4LP",2343,5,51.383377,-0.223916,"Garth Road, London, SM4 4JX, United Kingdom",,Garth Road,Garth Road,SM4 4JX,London Borough of Merton,Lower Morden,,London,Greater London,England,ENG,United Kingdom,gb,0.45,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"KeyMed House,Stock Rd.,Southendon Sea,Essex,SS2 5QH",2344,5,51.55944,0.70769,"Southend-on-Sea, SS2 5QH, United Kingdom",,,,SS2 5QH,,,,Southend-on-Sea,,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Kimpton Rd.,Luton,Bedfordshire",2345,5,51.8735053,-0.39387369596005445,"Bedfordshire Chamber of Commerce, Kimpton Road, Luton, LU2 0LB, United Kingdom",,Bedfordshire Chamber of Commerce,Kimpton Road,LU2 0LB,,Park Town,,Luton,Borough of Luton,England,ENG,United Kingdom,gb,0,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Kingsbridge House,Padbury Oaks,575-583 Bath Rd.,Longford,Middlesex UB7 0EH",2346,5,51.4817944,-0.4715473,"Bath Road, London, UB7 0DE, United Kingdom",,Bath Road,Bath Road,UB7 0DE,London Borough of Hillingdon,Harmondsworth,,London,Greater London,England,ENG,United Kingdom,gb,0.44099999999999995,0.7,0.7,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Kingsley Ave.,Ilfracombe,Devon,EX34 8ES",2347,5,51.1975139,-4.1242474,"Kingsley Avenue, North Devon, EX34 8EF, United Kingdom",,Kingsley Avenue,Kingsley Avenue,EX34 8EF,,Slade,DEV,North Devon,Devon,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Kingsley Ave.Ilfracombe Deven,EX34 8ES",2348,5,51.1975139,-4.1242474,"Kingsley Avenue, North Devon, EX34 8EF, United Kingdom",,Kingsley Avenue,Kingsley Avenue,EX34 8EF,,Slade,DEV,North Devon,Devon,England,ENG,United Kingdom,gb,0.2778299999999999,0.7,0.44099999999999995,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Kingsley Ave.Ilfracombe Devon,EX34 8ES",2349,5,51.1968661,-4.1209372,"Kingsley Avenue, North Devon, EX34 8DN, United Kingdom",,Kingsley Avenue,Kingsley Avenue,EX34 8DN,,Slade,DEV,North Devon,Devon,England,ENG,United Kingdom,gb,0.35721,0.9,0.5670000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Kingswood Rd.,Hampton Lovett Ind.Estate,Droitwich,Worcestershire",2350,5,52.2860098,-2.1728108,"Kingswood Road, Wychavon, WR9 0QH, United Kingdom",,Kingswood Road,Kingswood Road,WR9 0QH,,Hampton Lovett Industrial Estate,WOR,Wychavon,Worcestershire,England,ENG,United Kingdom,gb,0.45,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Kingswood Rd.,Hampton Lovett Ind.Estate,Droitwich,Worcestershire WR9 0QH",2351,5,52.2860098,-2.1728108,"Kingswood Road, Wychavon, WR9 0QH, United Kingdom",,Kingswood Road,Kingswood Road,WR9 0QH,,Hampton Lovett Industrial Estate,WOR,Wychavon,Worcestershire,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Kingswood Rd.,Hampton Lovett Ind.Estate,Droitwich,Worcestershire,WR9 0QH",2352,5,52.2860098,-2.1728108,"Kingswood Road, Wychavon, WR9 0QH, United Kingdom",,Kingswood Road,Kingswood Road,WR9 0QH,,Hampton Lovett Industrial Estate,WOR,Wychavon,Worcestershire,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Kingswood Rd.,Hampton Lovett Ind.Estate,Droitwich.Spa,Worcestershire",2353,5,52.2860098,-2.1728108,"Kingswood Road, Wychavon, WR9 0QH, United Kingdom",,Kingswood Road,Kingswood Road,WR9 0QH,,Hampton Lovett Industrial Estate,WOR,Wychavon,Worcestershire,England,ENG,United Kingdom,gb,0.4536,0.567,0.567,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Kirkstall Industrial Park,Kirkstall Rd.,Leeds LS4 2AZ",2354,5,53.8059817,-1.5815922,"Kirkstall Road, Leeds, LS4 2DS, United Kingdom",,Kirkstall Road,Kirkstall Road,LS4 2DS,,Burley,,Leeds,West Yorkshire,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Kirkton Industrial Estate,Arbroath,Tayside,Scotland",2355,5,56.57199025,-2.6091232375364513,"Kirkton Industrial Estate, Kirkton, Arbroath, Angus, SCT, United Kingdom",,Kirkton Industrial Estate,,,,Kirkton,ANS,Arbroath,Angus,Scotland,SCT,United Kingdom,gb,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Kirkton Rd.,Kirkton Ind.Estate,Arbroath,Angus,DD11 3rd",2356,5,56.5759743,-2.602931,"Kirkton Road, St Vigeans, DD11 4GT, United Kingdom",,Kirkton Road,Kirkton Road,DD11 4GT,,Cairnie,ANS,St Vigeans,Angus,Scotland,SCT,United Kingdom,gb,0.44099999999999995,0.7,0.7,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Kleinwort Benson House,West Centre,St.Helier,Jersey,Channel Islands",2357,5,52.677166,-2.461935,"West Centre Way, Lawley and Overdale, United Kingdom",,,West Centre Way,,Lawley and Overdale,,SHR,Lawley and Overdale,Shropshire,England,ENG,United Kingdom,gb,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Knyvett House,The Causeway,Staines,Middlesex,TW18 3BA",2358,5,51.4329622,-0.5189971,"The Causeway, Staines-upon-Thames, TW18 3BA, United Kingdom",,The Causeway,The Causeway,TW18 3BA,,,SRY,Staines-upon-Thames,Surrey,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Konami House,54A Cowley Mill Rd.,Uxbridge,Middlesex,UB8 2QE",2359,5,51.5449509,-0.4816672,"Uxbridge, UB8 1SB, United Kingdom",,Uxbridge,,UB8 1SB,,,,Uxbridge,Greater London,England,ENG,United Kingdom,gb,0,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Konica House,Miles Gray Rd.,Basilden,Essex SS14 3AR",2360,5,51.5852131,0.450023,"Miles Gray Road, Basildon, SS14 3RW, United Kingdom",,Miles Gray Road,Miles Gray Road,SS14 3RW,,Steeple View,ESS,Basildon,Essex,England,ENG,United Kingdom,gb,0.4961249999999999,0.7875,0.7875,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Konica House,Miles Gray Rd.,Basildon,Essex SS14 3AR",2361,5,51.5852131,0.450023,"Miles Gray Road, Basildon, SS14 3RW, United Kingdom",,Miles Gray Road,Miles Gray Road,SS14 3RW,,Steeple View,ESS,Basildon,Essex,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Konica House,Miles Gray Rd.,Basildon,Essex,SS14 3AR",2362,5,51.5852131,0.450023,"Miles Gray Road, Basildon, SS14 3RW, United Kingdom",,Miles Gray Road,Miles Gray Road,SS14 3RW,,Steeple View,ESS,Basildon,Essex,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,Kyoto Close Moulton Park Northampton NN3 6FL,2363,5,52.276005,-0.872865,"Kyoto Close, Northampton, NN3 6FL, United Kingdom",,Kyoto Close,Kyoto Close,NN3 6FL,,Moulton Park,,Northampton,West Northamptonshire,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Kyoto Close,Summerhouse Rd.,Moulton Park,Northampton NN3 6FL",2364,5,52.2760726,-0.8720916,"Summerhouse Road, Northampton, NN3 6WD, United Kingdom",,Summerhouse Road,Summerhouse Road,NN3 6WD,,Moulton Park,,Northampton,West Northamptonshire,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Kyoto Close,Summerhouse Rd.,Moulton Park,Northampton,NN3 6FL",2365,5,52.2760726,-0.8720916,"Summerhouse Road, Northampton, NN3 6WD, United Kingdom",,Summerhouse Road,Summerhouse Road,NN3 6WD,,Moulton Park,,Northampton,West Northamptonshire,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"La Motte Chambers St.Heliet,Jer sey,C.I.",2366,5,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,"La Vieille Cour,La Plaiderie,St.Peter Port,Guernsey,Channel Islands",2367,5,52.663642,-1.580326,United Kingdom,,United Kingdom,,,,,,,,,,United Kingdom,gb,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
United Kingdom,"Lacon House,Theobalds Rd.,London W1C 8RW",2368,5,51.5205971,-0.1166973,"Theobalds Road, London, WC1X 8SL, United Kingdom",,Theobalds Road,Theobalds Road,WC1X 8SL,London Borough of Camden,Holborn,,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Lacou House,Theobalds Rd.,London W1C 8RWUK",2369,5,51.520477,-0.117325,"Theobalds Road, London, United Kingdom",,,Theobalds Road,,Camden,Holborn,,London,London,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Lady Bay House,Meadow Grove Nottingham",2370,5,52.9442538,-1.1324484813893951,"Lady bay house, Meadow Grove, Nottingham, NG2 3HF, United Kingdom",,Lady bay house,Meadow Grove,NG2 3HF,,Sneinton,,Nottingham,,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Ladysneak Rd.,Stirling,FK9 5NZ",2371,5,56.119315,-3.936236,"Station Road, Stirling, United Kingdom",,,Station Road,,,,STG,,Stirling,Scotland,SCT,United Kingdom,gb,0.36449999999999994,1,0.567,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Ladysneuk Rd.,Stirling,FK9 5NZ",2372,5,56.130964,-3.919015,"Ladysneuk Road, Stirling, United Kingdom",,,Ladysneuk Road,,,,STG,,Stirling,Scotland,SCT,United Kingdom,gb,0.6428571428571428,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Lakeside House,1 Furzeground Way,Stockley Park,Uxbridge,UB11 1BD",2373,5,51.5080679,-0.4429519,"Heidelberg Graphic Equipment Ltd, 1 Furzeground Way, London, UB11 1BB, United Kingdom",1,Heidelberg Graphic Equipment Ltd,Furzeground Way,UB11 1BB,London Borough of Hillingdon,Stockley Park,,London,Greater London,England,ENG,United Kingdom,gb,0.44099999999999995,0.7,0.7,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Lakeside House,Lakeside Llantarnam Park,Cwmbran,NP44 3XS",2374,5,51.6302484,-3.0114815,"Lakeside, Cwmbran, NP44 3HB, United Kingdom",,Lakeside,Lakeside,NP44 3HB,,Llantarnam,TOF,Cwmbran,Torfaen,Wales,WLS,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,Lancashier,2375,5,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,"Landywood Lane,Cheslyn Hay Walsall Staff WS 67AL",2376,5,52.6564122,-2.0209476,"Landywood Lane, Streets lane, South Staffordshire, WS6 7NA, United Kingdom",,Landywood Lane,Streets lane,WS6 7NA,,,STS,South Staffordshire,Staffordshire,England,ENG,United Kingdom,gb,0.315,0.7,0.63,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Latham House,16 Minories,London EC3N 1EY",2377,5,51.5136667,-0.0759687,"16 Minories, City of London, EC3N 1BT, United Kingdom",16,,Minories,EC3N 1BT,City of London,Aldgate,,City of London,London,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,,,
United Kingdom,"Le Gallais Chambers,54 Bath St.,St.Helier,Jersey,Channel Island",2378,5,55.9545896,-3.1110197,"54 Bath Street, City of Edinburgh, EH15 1EZ, United Kingdom",54,,Bath Street,EH15 1EZ,Bellfield,Portobello,,City of Edinburgh,,Scotland,SCT,United Kingdom,gb,0.9,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Lea Green Rd.,St Helens,Merseyside,WA9 4PR",2379,5,53.4232866,-2.7377182,"Lea Green Road, St Helens, WA9 5AY, United Kingdom",,Lea Green Road,Lea Green Road,WA9 5AY,,Lea Green,,St Helens,Liverpool City Region,England,ENG,United Kingdom,gb,0.44099999999999995,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Lea Green Rd.,St.Helens,Merseyside WA9 4PR",2380,5,53.4232866,-2.7377182,"Lea Green Road, St Helens, WA9 5AY, United Kingdom",,Lea Green Road,Lea Green Road,WA9 5AY,,Lea Green,,St Helens,Liverpool City Region,England,ENG,United Kingdom,gb,0.44099999999999995,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Lea Green Rd.,St.Helens,Merseyside,WA9 4PR",2381,5,53.4232866,-2.7377182,"Lea Green Road, St Helens, WA9 5AY, United Kingdom",,Lea Green Road,Lea Green Road,WA9 5AY,,Lea Green,,St Helens,Liverpool City Region,England,ENG,United Kingdom,gb,0.44099999999999995,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Lea Green,St.Helens WA9 4PR",2382,5,53.41796,-2.73629,"St Helens, WA9 4PR, United Kingdom",,,,WA9 4PR,,Micklehead Green,,St Helens,Liverpool City Region,England,ENG,United Kingdom,gb,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Lea Lane Lea Town,Preston,Lancashire PR4 0RZ",2383,5,53.7765879,-2.7941508,"Lea Lane South, Preston, PR4 0RZ, United Kingdom",,Lea Lane South,Lea Lane South,PR4 0RZ,,Lea,LAN,Preston,Lancashire,England,ENG,United Kingdom,gb,0.63,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Lea Lane Lea Town,Preston,Lancashire,PR4 0RZ",2384,5,53.7765879,-2.7941508,"Lea Lane South, Preston, PR4 0RZ, United Kingdom",,Lea Lane South,Lea Lane South,PR4 0RZ,,Lea,LAN,Preston,Lancashire,England,ENG,United Kingdom,gb,0.63,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
